tag,to,from,weight
3841-19544fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,1117
3841-19544fg,3835-5001670-5001670,3835-1966-1966,1178
3841-19544fg,3835-5001670-5001670,3835-2354-2354,2
3841-19544fg,3835-5001670-5001670,3835-2502-2502,1117
3841-19544fg,3835-5001670-5001670,3835-5947-5947,2803
3841-19544fg,3835-5001670-5001670,3835-9510-9510,39
3841-19544fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,2803
3841-19544fg,3835-6077616-6077616,3835-5001670-5001670,5139
3841-19544fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,39
3841-19544fg,3841-1688-1688,3841-6077616-6077616,5141
3841-19544fg,3841-2323-2323,Terminal_3841-2323-2323_Terminal,869
3841-19544fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,1143
3841-19544fg,3841-5017788-19544fg,3841-1688-1688,5141
3841-19544fg,3841-5017788-19544fg,3841-2323-2323,869
3841-19544fg,3841-5017788-19544fg,3841-2502-2502,1143
3841-19544fg,3841-5017788-19544fg,3841-5947-5947,6972
3841-19544fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,6972
3841-19544fg,3841-6045749-19544fg,3841-5017788-19544fg,3107
3841-19544fg,3841-6045751-19544fg,3841-5017788-19544fg,1922
3841-19544fg,3841-6077616-6077616,3835-6077616-6077616,5141
3841-19544fg,3841-6100259-19544fg,3841-5017788-19544fg,2396
3841-19545fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,1148
3841-19545fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,1086
3841-19545fg,3835-5001670-5001670,3835-1966-1966,1148
3841-19545fg,3835-5001670-5001670,3835-2502-2502,1086
3841-19545fg,3835-5001670-5001670,3835-5947-5947,2737
3841-19545fg,3835-5001670-5001670,3835-9510-9510,37
3841-19545fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,2737
3841-19545fg,3835-6077616-6077616,3835-5001670-5001670,5008
3841-19545fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,37
3841-19545fg,3841-1688-1688,3841-6077616-6077616,5010
3841-19545fg,3841-2323-2323,Terminal_3841-2323-2323_Terminal,842
3841-19545fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,466
3841-19545fg,3841-5017789-19545fg,3841-1688-1688,5010
3841-19545fg,3841-5017789-19545fg,3841-2323-2323,842
3841-19545fg,3841-5017789-19545fg,3841-2502-2502,466
3841-19545fg,3841-5017789-19545fg,3841-5947-5947,7364
3841-19545fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,7364
3841-19545fg,3841-6045754-19545fg,3841-5017789-19545fg,5850
3841-19545fg,3841-6045757-19545fg,3841-5017789-19545fg,3168
3841-19545fg,3841-6077616-6077616,3835-6077616-6077616,5010
3841-19545fg,3841-6100260-19545fg,3841-5017789-19545fg,4664
3841-19551fg,3811-19551-19551,Terminal_3811-19551-19551_Terminal,5315
3841-19551fg,3841-19551-19551,3811-19551-19551,5315
3841-19551fg,3841-19551-19551,Terminal_3841-19551-19551_Terminal,32429
3841-19551fg,3841-6058075-19551fg,3841-19551-19551,27930
3841-19551fg,3841-6078485-19551fg,3841-19551-19551,9450
3841-19551fg,3841-6081264-19551fg,3841-19551-19551,364
3841-19552fg,3803-19552-19552,Terminal_3803-19552-19552_Terminal,76627
3841-19552fg,3841-19552-19552,3803-19552-19552,76627
3841-19552fg,3841-6093523-19552fg,3841-19552-19552,76627
3841-19613fg,3841-1697-1697,Terminal_3841-1697-1697_Terminal,4179
3841-19613fg,3841-1720-1720,3857-1720-1720,1038
3841-19613fg,3841-1975-1975,Terminal_3841-1975-1975_Terminal,2441
3841-19613fg,3841-5017921-19613fg,3841-1697-1697,4179
3841-19613fg,3841-5017921-19613fg,3841-1720-1720,1038
3841-19613fg,3841-5017921-19613fg,3841-1975-1975,2441
3841-19613fg,3841-5017921-19613fg,3841-5947-5947,5179
3841-19613fg,3841-5017921-19613fg,3841-9185-9185,1602
3841-19613fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,5179
3841-19613fg,3841-6045810-19613fg,3841-5017921-19613fg,1767
3841-19613fg,3841-6045815-19613fg,3841-5017921-19613fg,12672
3841-19613fg,3841-9185-9185,3857-9185-9185,1602
3841-19613fg,3857-1720-1720,Terminal_3857-1720-1720_Terminal,1038
3841-19613fg,3857-9185-9185,Terminal_3857-9185-9185_Terminal,1602
3841-19614fg,3841-1697-1697,Terminal_3841-1697-1697_Terminal,28099
3841-19614fg,3841-1720-1720,3857-1720-1720,6991
3841-19614fg,3841-1975-1975,Terminal_3841-1975-1975_Terminal,16389
3841-19614fg,3841-5017922-19614fg,3841-1697-1697,28099
3841-19614fg,3841-5017922-19614fg,3841-1720-1720,6991
3841-19614fg,3841-5017922-19614fg,3841-1975-1975,16389
3841-19614fg,3841-5017922-19614fg,3841-5947-5947,41321
3841-19614fg,3841-5017922-19614fg,3841-9185-9185,16399
3841-19614fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,41321
3841-19614fg,3841-6045818-19614fg,3841-5017922-19614fg,199
3841-19614fg,3841-6045822-19614fg,3841-5017922-19614fg,1586
3841-19614fg,3841-9185-9185,3857-9185-9185,16399
3841-19614fg,3857-1720-1720,Terminal_3857-1720-1720_Terminal,6991
3841-19614fg,3857-9185-9185,Terminal_3857-9185-9185_Terminal,16399
3841-19615fg,3803-3374-3374,Terminal_3803-3374-3374_Terminal,2388
3841-19615fg,3841-1697-1697,Terminal_3841-1697-1697_Terminal,18556
3841-19615fg,3841-1720-1720,3857-1720-1720,4628
3841-19615fg,3841-3374-3374,3803-3374-3374,2388
3841-19615fg,3841-3374-3374,Terminal_3841-3374-3374_Terminal,9992
3841-19615fg,3841-5017923-19615fg,3841-1697-1697,18556
3841-19615fg,3841-5017923-19615fg,3841-1720-1720,4628
3841-19615fg,3841-5017923-19615fg,3841-3374-3374,12380
3841-19615fg,3841-5017923-19615fg,3841-5947-5947,31879
3841-19615fg,3841-5017923-19615fg,3841-9185-9185,15093
3841-19615fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,31879
3841-19615fg,3841-6045828-19615fg,3841-5017923-19615fg,36
3841-19615fg,3841-6045829-19615fg,3841-5017923-19615fg,35200
3841-19615fg,3841-9185-9185,3857-9185-9185,15093
3841-19615fg,3857-1720-1720,Terminal_3857-1720-1720_Terminal,4628
3841-19615fg,3857-9185-9185,Terminal_3857-9185-9185_Terminal,15093
3841-2012fg,3803-9082-9082,3833-9082-9082,795
3841-2012fg,3803-9082-9082,Terminal_3803-9082-9082_Terminal,5557
3841-2012fg,3833-9082-9082,Terminal_3833-9082-9082_Terminal,795
3841-2012fg,3841-24-24,Terminal_3841-24-24_Terminal,3453
3841-2012fg,3841-5001985-2012fg,3841-24-24,3453
3841-2012fg,3841-5001985-2012fg,3841-9082-9082,6352
3841-2012fg,3841-6039131-2012fg,3841-5001985-2012fg,1480
3841-2012fg,3841-6039132-2012fg,3841-5001985-2012fg,4625
3841-2012fg,3841-6097009-2012fg,3841-5001985-2012fg,3700
3841-2012fg,3841-9082-9082,3803-9082-9082,6352
3841-20169fg,3811-10634-10634,Terminal_3811-10634-10634_Terminal,1367
3841-20169fg,3811-5018687-20169fg,3811-10634-10634,1367
3841-20169fg,3811-5018687-20169fg,3811-5947-5947,19655
3841-20169fg,3811-5947-5947,Terminal_3811-5947-5947_Terminal,19655
3841-20169fg,3811-6057998-20169fg,3811-5018687-20169fg,21022
3841-20169fg,3841-6057998-20169fg,3811-6057998-20169fg,21123
3841-20169fg,3841-6058000-20169fg,3841-6057998-20169fg,34
3841-20169fg,3841-6058001-20169fg,3841-6057998-20169fg,16700
3841-20321fg,3841-6046071-20321fg,Terminal_3841-6046071-20321fg_Terminal,218
3841-20322fg,3811-10497-10497,3811-5009496-5009496,2
3841-20322fg,3811-13475-13475,Terminal_3811-13475-13475_Terminal,7
3841-20322fg,3811-1653-1653,Terminal_3811-1653-1653_Terminal,14
3841-20322fg,3811-1976-1976,3811-5001951-5001951,21
3841-20322fg,3811-3374-3374,Terminal_3811-3374-3374_Terminal,11
3841-20322fg,3811-5001951-5001951,3811-3374-3374,11
3841-20322fg,3811-5001951-5001951,3811-5947-5947,10
3841-20322fg,3811-5008536-9506fg,3811-1653-1653,14
3841-20322fg,3811-5008536-9506fg,3811-9527-9527,19
3841-20322fg,3811-5009496-5009496,3835-5009496-5009496,2
3841-20322fg,3811-5018898-20322fg,3811-10497-10497,2
3841-20322fg,3811-5018898-20322fg,3811-13475-13475,7
3841-20322fg,3811-5018898-20322fg,3811-1976-1976,21
3841-20322fg,3811-5018898-20322fg,3811-9506-9506,33
3841-20322fg,3811-5018898-20322fg,3811-9527-9527,143
3841-20322fg,3811-5947-5947,Terminal_3811-5947-5947_Terminal,10
3841-20322fg,3811-6057963-20322fg,3811-5018898-20322fg,206
3841-20322fg,3811-6082096-6082096,3811-5008536-9506fg,33
3841-20322fg,3811-9506-9506,3811-6082096-6082096,33
3841-20322fg,3811-9527-9527,Terminal_3811-9527-9527_Terminal,162
3841-20322fg,3835-26443-26443,Terminal_3835-26443-26443_Terminal,2
3841-20322fg,3835-5009496-5009496,3835-26443-26443,2
3841-20322fg,3841-6057963-20322fg,3882-6057963-20322fg,217
3841-20322fg,3882-6057963-20322fg,3811-6057963-20322fg,217
3841-20524fg,3841-1975-1975,Terminal_3841-1975-1975_Terminal,6395
3841-20524fg,3841-20829-20829,Terminal_3841-20829-20829_Terminal,4
3841-20524fg,3841-3484-3484,Terminal_3841-3484-3484_Terminal,6692
3841-20524fg,3841-5019134-20524fg,3841-1975-1975,6395
3841-20524fg,3841-5019134-20524fg,3841-20829-20829,4
3841-20524fg,3841-5019134-20524fg,3841-3484-3484,6692
3841-20524fg,3841-5019134-20524fg,3841-5947-5947,8222
3841-20524fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,8222
3841-20524fg,3841-6057830-20524fg,3841-5019134-20524fg,498
3841-20524fg,3841-6057831-20524fg,3841-5019134-20524fg,7000
3841-20524fg,3841-6092089-20524fg,3841-5019134-20524fg,13815
3841-20642fg,3803-2003-2003,Terminal_3803-2003-2003_Terminal,3870
3841-20642fg,3841-2003-2003,3803-2003-2003,3870
3841-20642fg,3841-5019264-20642fg,3841-2003-2003,3870
3841-20642fg,3841-5019264-20642fg,3841-5947-5947,2617
3841-20642fg,3841-5019264-20642fg,3841-9185-9185,1253
3841-20642fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,2617
3841-20642fg,3841-6077925-20642fg,3841-5019264-20642fg,7740
3841-20642fg,3841-9185-9185,3857-9185-9185,1253
3841-20642fg,3857-9185-9185,Terminal_3857-9185-9185_Terminal,1253
3841-20769fg,3841-1506-1506,Terminal_3841-1506-1506_Terminal,23688
3841-20769fg,3841-5019404-20769fg,3841-1506-1506,23688
3841-20769fg,3841-5019404-20769fg,3841-9570-9570,5019
3841-20769fg,3841-6057802-20769fg,3841-5019404-20769fg,2849
3841-20769fg,3841-6057805-20769fg,3841-5019404-20769fg,398
3841-20769fg,3841-6104616-20769fg,3841-5019404-20769fg,22860
3841-20769fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,5019
3841-20818fg,3811-6080953-6080953,3833-6080953-6080953,200
3841-20818fg,3811-6115863-20818fg,3811-6080953-6080953,200
3841-20818fg,3833-6080953-6080953,Terminal_3833-6080953-6080953_Terminal,200
3841-20818fg,3841-6115863-20818fg,3811-6115863-20818fg,200
3841-20905fg,3811-6080951-6080951,Terminal_3811-6080951-6080951_Terminal,288
3841-20905fg,3841-6081316-20905fg,3882-6081316-20905fg,288
3841-20905fg,3882-6080951-6080951,3811-6080951-6080951,288
3841-20905fg,3882-6081316-20905fg,3882-6080951-6080951,288
3841-20938fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,1540
3841-20938fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,1456
3841-20938fg,3835-5001670-5001670,3835-1966-1966,1540
3841-20938fg,3835-5001670-5001670,3835-2502-2502,1456
3841-20938fg,3835-5001670-5001670,3835-5947-5947,3668
3841-20938fg,3835-5001670-5001670,3835-9510-9510,56
3841-20938fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,3668
3841-20938fg,3835-6077616-6077616,3835-5001670-5001670,6720
3841-20938fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,56
3841-20938fg,3841-1362-1362,Terminal_3841-1362-1362_Terminal,126
3841-20938fg,3841-1688-1688,3841-6077616-6077616,6720
3841-20938fg,3841-2323-2323,Terminal_3841-2323-2323_Terminal,1708
3841-20938fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,5054
3841-20938fg,3841-3350-3350,Terminal_3841-3350-3350_Terminal,84
3841-20938fg,3841-5019654-20938fg,3841-1362-1362,126
3841-20938fg,3841-5019654-20938fg,3841-1688-1688,6720
3841-20938fg,3841-5019654-20938fg,3841-2323-2323,1708
3841-20938fg,3841-5019654-20938fg,3841-2502-2502,5054
3841-20938fg,3841-5019654-20938fg,3841-3350-3350,84
3841-20938fg,3841-5019654-20938fg,3841-5947-5947,43708
3841-20938fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,43708
3841-20938fg,3841-6077616-6077616,3835-6077616-6077616,6720
3841-2093fg,3803-4071-4071,Terminal_3803-4071-4071_Terminal,18506
3841-2093fg,3841-2323-2323,Terminal_3841-2323-2323_Terminal,1519
3841-2093fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,5448
3841-2093fg,3841-4071-4071,3803-4071-4071,18506
3841-2093fg,3841-5002065-2093fg,3841-2323-2323,1519
3841-2093fg,3841-5002065-2093fg,3841-2502-2502,5448
3841-2093fg,3841-5002065-2093fg,3841-4071-4071,18506
3841-2093fg,3841-5002065-2093fg,3841-5947-5947,75425
3841-2093fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,75425
3841-2093fg,3841-6081328-2093fg,3841-5002065-2093fg,8130
3841-2093fg,3841-6103938-2093fg,3841-5002065-2093fg,10767
3841-21116fg,3803-21351-21351,Terminal_3803-21351-21351_Terminal,193
3841-21116fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,281
3841-21116fg,3835-5001671-5001671,3835-5006219-5006219,724
3841-21116fg,3835-5001671-5001671,3835-5947-5947,68
3841-21116fg,3835-5001671-5001671,3835-9035-9035,212
3841-21116fg,3835-5003911-5003911,3835-2502-2502,281
3841-21116fg,3835-5003911-5003911,3835-5001671-5001671,1004
3841-21116fg,3835-5003911-5003911,3835-5947-5947,583
3841-21116fg,3835-5003911-5003911,3835-6-6,384
3841-21116fg,3835-5003911-5003911,3835-6762-6762,806
3841-21116fg,3835-5003911-5003911,3835-9247-9247,17
3841-21116fg,3835-5003911-5003911,3835-9510-9510,46
3841-21116fg,3835-5006219-5006219,3835-5947-5947,214
3841-21116fg,3835-5006219-5006219,3835-8940-8940,510
3841-21116fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,865
3841-21116fg,3835-6-6,Terminal_3835-6-6_Terminal,384
3841-21116fg,3835-6077640-6077640,3835-5003911-5003911,3121
3841-21116fg,3835-6762-6762,Terminal_3835-6762-6762_Terminal,806
3841-21116fg,3835-8940-8940,Terminal_3835-8940-8940_Terminal,510
3841-21116fg,3835-9035-9035,Terminal_3835-9035-9035_Terminal,212
3841-21116fg,3835-9247-9247,Terminal_3835-9247-9247_Terminal,17
3841-21116fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,46
3841-21116fg,3841-21351-21351,3803-21351-21351,193
3841-21116fg,3841-21351-21351,Terminal_3841-21351-21351_Terminal,1587
3841-21116fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,137
3841-21116fg,3841-4296-4296,3841-6077640-6077640,3121
3841-21116fg,3841-5019912-21116fg,3841-21351-21351,1780
3841-21116fg,3841-5019912-21116fg,3841-2502-2502,137
3841-21116fg,3841-5019912-21116fg,3841-4296-4296,3121
3841-21116fg,3841-5019912-21116fg,3841-5947-5947,5870
3841-21116fg,3841-5019912-21116fg,3841-9479-9479,49
3841-21116fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,5870
3841-21116fg,3841-6077640-6077640,3835-6077640-6077640,3121
3841-21116fg,3841-6079717-21116fg,3841-5019912-21116fg,1620
3841-21116fg,3841-6079718-21116fg,3841-5019912-21116fg,360
3841-21116fg,3841-6104618-21116fg,3841-5019912-21116fg,2316
3841-21116fg,3841-9479-9479,Terminal_3841-9479-9479_Terminal,49
3841-21117fg,3803-21351-21351,Terminal_3803-21351-21351_Terminal,339
3841-21117fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,650
3841-21117fg,3835-5001671-5001671,3835-5006219-5006219,1691
3841-21117fg,3835-5001671-5001671,3835-5947-5947,167
3841-21117fg,3835-5001671-5001671,3835-6-6,4
3841-21117fg,3835-5001671-5001671,3835-9035-9035,499
3841-21117fg,3835-5003817-5003817,3835-2502-2502,650
3841-21117fg,3835-5003817-5003817,3835-5001671-5001671,2361
3841-21117fg,3835-5003817-5003817,3835-5947-5947,3074
3841-21117fg,3835-5003817-5003817,3835-6-6,863
3841-21117fg,3835-5003817-5003817,3835-9510-9510,76
3841-21117fg,3835-5006219-5006219,3835-5947-5947,499
3841-21117fg,3835-5006219-5006219,3835-8940-8940,1192
3841-21117fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,3740
3841-21117fg,3835-6-6,Terminal_3835-6-6_Terminal,867
3841-21117fg,3835-6077639-6077639,3835-5003817-5003817,7024
3841-21117fg,3835-8940-8940,Terminal_3835-8940-8940_Terminal,1192
3841-21117fg,3835-9035-9035,Terminal_3835-9035-9035_Terminal,499
3841-21117fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,76
3841-21117fg,3841-21351-21351,3803-21351-21351,339
3841-21117fg,3841-21351-21351,Terminal_3841-21351-21351_Terminal,2864
3841-21117fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,255
3841-21117fg,3841-4105-4105,3841-6077639-6077639,7030
3841-21117fg,3841-5019913-21117fg,3841-21351-21351,3203
3841-21117fg,3841-5019913-21117fg,3841-2502-2502,255
3841-21117fg,3841-5019913-21117fg,3841-4105-4105,7030
3841-21117fg,3841-5019913-21117fg,3841-5947-5947,8608
3841-21117fg,3841-5019913-21117fg,3841-9479-9479,96
3841-21117fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,8608
3841-21117fg,3841-6077639-6077639,3835-6077639-6077639,7030
3841-21117fg,3841-6079724-21117fg,3841-5019913-21117fg,93
3841-21117fg,3841-9479-9479,Terminal_3841-9479-9479_Terminal,96
3841-21616fg,3841-1721-1721,Terminal_3841-1721-1721_Terminal,24680
3841-21616fg,3841-6080211-21616fg,3841-1721-1721,22140
3841-21616fg,3841-6111692-21616fg,3841-1721-1721,2540
3841-21782fg,3803-4071-4071,Terminal_3803-4071-4071_Terminal,4598
3841-21782fg,3811-1653-1653,Terminal_3811-1653-1653_Terminal,385
3841-21782fg,3811-5008536-9506fg,3811-1653-1653,385
3841-21782fg,3811-5008536-9506fg,3811-9527-9527,534
3841-21782fg,3811-6082096-6082096,3811-5008536-9506fg,919
3841-21782fg,3811-9506-9506,3811-6082096-6082096,919
3841-21782fg,3811-9527-9527,Terminal_3811-9527-9527_Terminal,534
3841-21782fg,3841-2323-2323,Terminal_3841-2323-2323_Terminal,763
3841-21782fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,118
3841-21782fg,3841-4071-4071,3803-4071-4071,4598
3841-21782fg,3841-5020778-21782fg,3841-2323-2323,763
3841-21782fg,3841-5020778-21782fg,3841-2502-2502,118
3841-21782fg,3841-5020778-21782fg,3841-4071-4071,4598
3841-21782fg,3841-5020778-21782fg,3841-5947-5947,18943
3841-21782fg,3841-5020778-21782fg,3841-9506-9506,919
3841-21782fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,18943
3841-21782fg,3841-6080786-21782fg,3841-5020778-21782fg,7281
3841-21782fg,3841-6080790-21782fg,3841-5020778-21782fg,18060
3841-21782fg,3841-9506-9506,3811-9506-9506,919
3841-21927fg,3841-1705-1705,Terminal_3841-1705-1705_Terminal,16
3841-21927fg,3841-3484-3484,Terminal_3841-3484-3484_Terminal,1611
3841-21927fg,3841-5020944-21927fg,3841-1705-1705,16
3841-21927fg,3841-5020944-21927fg,3841-3484-3484,1611
3841-21927fg,3841-5020944-21927fg,3841-9570-9570,2415
3841-21927fg,3841-6106164-21927fg,3841-5020944-21927fg,1208
3841-21927fg,3841-6106165-21927fg,3841-5020944-21927fg,2834
3841-21927fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,2415
3841-22249fg,3803-18706-18706,Terminal_3803-18706-18706_Terminal,3356
3841-22249fg,3835-2000-2000,Terminal_3835-2000-2000_Terminal,498
3841-22249fg,3835-2180-2180,Terminal_3835-2180-2180_Terminal,4471
3841-22249fg,3835-25985-25985,Terminal_3835-25985-25985_Terminal,5109
3841-22249fg,3835-5002582-5002582,3835-2000-2000,498
3841-22249fg,3835-5002582-5002582,3835-2180-2180,4471
3841-22249fg,3835-5002582-5002582,3835-25985-25985,5109
3841-22249fg,3835-6077631-6077631,3835-5002582-5002582,10078
3841-22249fg,3841-18706-18706,3803-18706-18706,3356
3841-22249fg,3841-24-24,Terminal_3841-24-24_Terminal,76641
3841-22249fg,3841-2618-2618,3841-6077631-6077631,10082
3841-22249fg,3841-5021334-22249fg,3841-18706-18706,3356
3841-22249fg,3841-5021334-22249fg,3841-24-24,76641
3841-22249fg,3841-5021334-22249fg,3841-2618-2618,10082
3841-22249fg,3841-6009258-22249fg,3841-5021334-22249fg,724
3841-22249fg,3841-6077631-6077631,3835-6077631-6077631,10082
3841-22249fg,3841-6089709-22249fg,3841-5021334-22249fg,49345
3841-22249fg,3841-6111945-22249fg,3841-5021334-22249fg,3400
3841-2238fg,3841-1506-1506,Terminal_3841-1506-1506_Terminal,18307
3841-2238fg,3841-1661-1661,Terminal_3841-1661-1661_Terminal,26
3841-2238fg,3841-5002210-2238fg,3841-1506-1506,18307
3841-2238fg,3841-5002210-2238fg,3841-1661-1661,26
3841-2238fg,3841-5002210-2238fg,3841-9570-9570,3841
3841-2238fg,3841-5002210-2238fg,3841-9911-9911,16
3841-2238fg,3841-6039245-2238fg,3841-5002210-2238fg,3885
3841-2238fg,3841-6039249-2238fg,3841-5002210-2238fg,93
3841-2238fg,3841-6039250-2238fg,3841-5002210-2238fg,9360
3841-2238fg,3841-6101556-2238fg,3841-5002210-2238fg,3852
3841-2238fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,3841
3841-2238fg,3841-9911-9911,Terminal_3841-9911-9911_Terminal,16
3841-22542fg,3841-6091620-22542fg,Terminal_3841-6091620-22542fg_Terminal,828
3841-22548fg,3811-1975-1975,Terminal_3811-1975-1975_Terminal,1071
3841-22548fg,3811-5021686-22548fg,3811-1975-1975,1071
3841-22548fg,3811-5021686-22548fg,3811-5947-5947,9251
3841-22548fg,3811-5021686-22548fg,3811-9056-9056,13890
3841-22548fg,3811-5947-5947,Terminal_3811-5947-5947_Terminal,9251
3841-22548fg,3811-6008202-22548fg,3811-5021686-22548fg,20789
3841-22548fg,3811-6103105-22548fg,3811-5021686-22548fg,3423
3841-22548fg,3811-9056-9056,Terminal_3811-9056-9056_Terminal,13890
3841-22548fg,3841-6008202-22548fg,3811-6008202-22548fg,20789
3841-22548fg,3841-6103105-22548fg,3811-6103105-22548fg,3441
